problems_solved,easy_solved,medium_solved,hard_solved,arrays_count,strings_count,graphs_count,dp_count,trees_count,contest_rating,contest_count,acceptance_rate,current_streak,room_participations,room_wins,placement_score
120,64,34,22,16,25,17,16,14,1525,83,52.108776447987466,177,15,11,22
623,357,163,103,122,88,24,88,38,1810,69,69.13008398464206,2,19,6,42
26,11,9,6,7,3,2,2,2,1601,71,45.759594439181384,103,9,3,26
1215,593,347,275,271,246,169,127,88,2019,82,30.20520031279622,34,45,8,64
893,386,302,205,218,153,83,19,136,1609,78,60.63870894915,114,37,5,56
550,296,126,128,91,61,67,43,52,914,85,68.05678509698976,309,36,1,29
180,83,63,34,24,21,26,24,12,1803,50,51.52239003032763,204,9,5,33
418,254,83,81,63,88,54,30,78,1676,65,46.334994572700296,341,43,13,41
749,392,175,182,154,111,65,14,144,1669,60,56.9850789714277,111,24,1,44
1411,672,450,289,220,248,85,53,99,1006,27,35.56818156336,198,21,9,59
1221,489,566,166,254,262,94,85,103,1728,99,65.41594209948228,249,31,8,55
867,479,254,134,209,184,110,37,120,1696,99,70.33134318317288,339,16,12,55
239,114,72,53,59,29,30,15,17,980,43,68.75468724448966,100,25,8,26
128,53,48,27,17,14,16,7,9,1612,81,48.07668171134719,82,15,1,20
1189,652,253,284,297,224,111,64,119,1487,11,76.3490865444939,221,9,4,71
793,366,243,184,185,167,60,18,152,1402,82,82.07668238155154,353,16,10,51
474,216,133,125,48,57,25,63,92,1374,56,46.33908226466075,290,1,0,35
113,63,35,15,12,17,1,12,19,828,25,44.44955530083186,155,1,0,22
707,387,183,137,162,162,82,68,109,1379,24,68.72581678509061,98,28,6,36
184,87,62,35,32,44,8,17,29,1632,91,68.95550773757824,252,45,19,28
754,359,232,163,97,126,42,49,90,1152,14,58.07295821764005,225,3,1,40
1454,758,526,170,158,162,186,182,188,1382,73,80.78260019788128,239,29,1,61
1167,648,245,274,153,161,20,163,169,1247,97,38.04732634946198,112,11,2,54
1424,718,490,216,415,192,199,15,227,1271,76,56.25519001987775,143,33,16,56
674,406,173,95,165,91,6,14,43,848,79,31.93637793250408,242,13,5,23
42,19,15,8,8,7,5,4,3,1598,52,32.89607681099632,336,23,14,24
64,37,16,11,18,11,4,2,12,1405,94,32.95264937746812,343,23,3,18
528,270,177,81,118,62,12,72,52,1154,64,57.048349519717476,68,17,11,37
765,339,249,177,187,178,79,79,69,1759,53,62.39305041577418,203,24,11,48
21,11,3,7,3,4,2,1,2,1656,86,30.191812308201637,11,24,3,19
729,361,226,142,158,138,51,49,68,1379,77,64.79005222106906,92,40,1,42
564,229,188,147,72,139,60,60,35,1774,38,56.93354136768205,57,24,18,39
382,214,109,59,69,74,56,11,31,1874,93,42.30910373339149,294,27,9,40
493,178,223,92,52,117,21,65,71,1117,50,30.830506714208052,261,29,6,40
982,422,424,136,140,140,122,10,81,1065,19,38.58567599144356,175,24,3,52
1261,698,253,310,144,171,64,185,185,730,63,63.018272957532,7,23,4,50
632,280,209,143,112,112,44,21,41,1187,88,66.23621120569908,69,39,15,46
316,174,105,37,84,55,15,35,17,1283,10,65.5883661027901,54,38,25,31
466,165,214,87,81,62,33,7,83,910,89,38.423927605926,349,12,2,37
169,91,47,31,45,34,1,11,27,1148,51,80.11678727012247,60,1,0,23
340,158,120,62,78,35,17,33,50,1621,84,52.602364045451026,253,33,21,42
785,388,193,204,158,159,56,15,42,1479,53,72.2404082038789,338,15,7,43
234,116,79,39,34,39,23,16,20,1171,68,39.15645168376953,349,47,1,23
992,491,263,238,282,201,98,52,170,1771,6,55.8812791833938,303,23,4,71
738,413,187,138,81,126,67,58,52,995,11,58.68366475621914,321,49,4,33
1489,615,618,256,354,367,75,120,256,1550,1,72.36953879555827,106,1,0,73
1078,577,263,238,241,161,153,129,148,1330,20,64.18354142474294,151,28,21,67
1247,532,554,161,234,308,80,34,200,1428,95,51.961636900532696,283,38,18,58
1092,533,264,295,161,119,44,23,160,1490,68,45.53830570098844,33,38,16,54
653,330,185,138,121,132,57,43,73,1759,90,83.51262129207981,312,16,11,56
625,249,271,105,171,105,71,83,58,1612,94,45.6491496365329,66,22,10,47
204,110,62,32,54,45,2,26,30,1728,75,37.121065623418176,281,11,5,37
498,234,164,100,143,108,24,44,85,1094,35,46.52291798946635,190,12,1,30
166,67,63,36,26,36,20,22,9,1313,20,47.98150197924737,149,4,1,26
619,319,205,95,109,70,50,75,66,1116,52,37.032272997068034,106,14,7,31
1259,528,506,225,130,281,84,61,129,1007,18,68.94798063133175,205,1,0,63
421,254,79,88,121,55,59,14,56,1671,2,64.05407578253406,36,5,1,32
1238,568,413,257,205,128,27,64,83,812,59,47.41385126159162,130,35,5,56
1112,636,331,145,201,147,106,46,211,1224,80,84.61500517164963,345,22,10,53
1157,484,424,249,325,198,66,112,153,1235,93,66.02560902411705,231,12,9,61
480,256,126,98,98,101,9,44,90,1336,99,68.67519626881736,63,1,0,35
1251,569,365,317,266,166,49,117,215,1056,72,60.645045755711244,363,4,0,61
525,291,137,97,71,61,51,19,41,1178,33,60.33661073224189,217,39,1,34
1137,490,428,219,227,223,15,137,79,1959,28,31.101224661805357,103,15,9,56
402,227,97,78,114,99,37,28,72,1321,73,72.39984523329704,57,38,0,35
640,358,139,143,135,121,92,48,83,1134,56,80.09074175410792,341,34,6,40
617,355,138,124,93,125,74,92,32,1470,72,36.72451877151391,51,40,31,49
989,342,368,279,105,182,57,48,188,1422,39,73.75967633439359,266,44,26,66
443,189,164,90,74,96,13,28,53,1977,49,59.38688543249809,264,33,5,37
1364,582,502,280,292,336,102,142,129,1318,74,45.69200388339503,325,18,3,60
1176,484,391,301,127,213,76,156,149,1546,18,80.64862372318767,70,42,15,73
549,258,171,120,121,89,80,15,95,1040,21,30.955399614053533,109,25,1,32
287,121,101,65,58,65,42,32,19,1184,50,45.07322070748982,145,41,21,32
242,119,66,57,62,59,16,33,25,1213,48,78.74374067894162,64,42,16,29
1123,704,237,182,118,134,34,77,109,955,51,56.45579715393279,78,16,5,46
1232,673,356,203,315,230,169,61,216,1414,21,62.94069924718866,309,48,18,60
371,159,138,74,75,81,44,38,61,1475,61,71.237239699394,326,34,7,37
1474,588,605,281,256,265,120,65,162,1438,59,38.13854889228362,136,11,1,65
35,19,9,7,10,5,2,2,5,916,79,41.83463071178271,171,34,1,5
1058,450,386,222,139,209,76,143,115,1110,80,84.92458690698425,138,36,18,62
1427,679,446,302,297,200,194,132,193,1281,6,43.059898844092544,130,5,1,70
516,265,137,114,84,78,18,12,102,1049,52,59.656137849379036,204,9,5,42
1334,724,376,234,274,331,164,74,173,787,30,46.428899845425555,260,42,30,57
1372,608,412,352,288,268,17,134,272,1687,3,76.82808147706503,159,22,17,75
276,103,91,82,32,63,38,21,44,1853,92,82.89657058023532,149,18,3,43
470,192,169,109,109,103,37,48,32,1743,6,37.77108277022525,309,42,5,40
465,185,166,114,105,91,19,54,78,1487,93,63.03154043104533,106,7,5,42
1393,852,355,186,353,314,14,107,103,1221,2,74.63670931523893,25,8,2,58
1101,502,332,267,130,157,97,163,142,2050,24,75.2665324648847,66,2,1,70
1016,444,413,159,162,198,44,140,144,1721,33,54.22462271909617,181,32,3,57
872,560,199,113,200,164,85,16,160,1153,32,42.39569880054112,126,1,0,41
1445,587,512,346,184,279,71,68,117,1852,94,51.29269593618435,135,33,0,78
500,196,167,137,117,62,11,26,90,1449,87,71.31339899633403,23,34,26,52
1082,462,310,310,120,153,87,38,205,1796,37,84.65778407543695,268,17,0,58
573,264,212,97,95,81,51,30,36,1878,3,60.485906433401,330,26,3,39
1135,508,409,218,305,215,83,78,207,1201,47,40.73184247570173,229,48,21,64
225,112,78,35,57,55,16,3,19,1359,73,32.306412172394786,108,43,29,34
1471,759,385,327,336,357,136,40,91,1474,88,81.90294119437132,187,26,16,74
568,310,191,67,155,76,47,13,110,1427,60,56.56682612497536,234,37,7,38
168,77,59,32,40,24,4,2,18,1091,64,69.41259676847427,141,38,26,30
498,218,187,93,101,52,18,38,71,1433,80,66.30995693303785,45,16,0,39
695,294,268,133,205,111,20,39,92,1312,70,78.99792062827981,242,8,2,40
1275,639,337,299,304,287,136,179,104,1317,77,44.63498149013907,260,31,6,59
803,407,226,170,176,190,67,19,120,927,60,54.29460513055743,238,22,11,38
14,7,2,5,2,1,0,1,0,0,0,80.24914575914556,140,43,1,8
370,166,104,100,103,51,45,8,29,2042,5,62.20669054833642,151,13,8,41
468,183,200,85,74,62,26,45,89,1536,73,33.92489000205401,28,10,7,33
257,116,93,48,26,39,23,11,49,1305,20,40.69662970986577,18,3,0,35
955,447,326,182,133,210,19,120,116,1561,66,43.04682593658638,80,37,26,52
431,211,147,73,52,84,49,8,32,1822,82,84.65820213032754,175,47,34,42
24,9,8,7,3,5,2,3,2,1184,27,42.327644453126126,220,15,7,17
745,422,172,151,197,139,91,12,135,1905,65,77.83262393884641,287,35,14,48
1155,470,435,250,266,160,154,50,69,1079,26,34.29526074721488,45,24,14,65
286,151,74,61,38,38,33,21,19,1282,31,39.99463813922874,80,4,1,26
462,275,97,90,119,46,59,53,85,1256,11,77.96303664184992,70,9,5,47
1423,866,338,219,285,309,83,203,159,1765,64,79.44150622029278,229,4,0,78
1327,624,465,238,268,301,77,92,82,1068,45,39.69079385740407,324,40,9,58
607,254,207,146,104,130,86,70,43,1719,39,42.64187013091123,122,17,5,42
455,221,152,82,124,50,62,50,82,1344,92,59.18120322326881,22,22,3,38
219,109,56,54,35,46,19,19,27,1441,8,32.89756236576166,97,37,6,33
723,293,285,145,85,77,44,77,53,1755,81,81.99062921004483,188,13,7,47
311,147,113,51,49,36,40,4,57,1544,61,49.914219880042545,131,22,3,21
1256,484,442,330,305,208,69,90,222,1783,99,56.91083811812835,129,47,4,68
12,6,3,3,2,2,0,1,0,1713,15,35.77765953201515,348,34,7,18
999,536,244,219,137,222,99,76,137,2185,98,31.789954899922805,185,32,4,64
1126,627,278,221,137,227,17,148,97,1745,99,55.729929855844176,328,37,6,55
529,265,136,128,122,65,33,67,68,1436,67,36.69170535471681,27,0,0,39
1461,806,431,224,343,195,179,191,134,1418,39,64.66752785230025,160,5,1,67
502,220,180,102,86,71,25,14,48,1920,34,73.69647168349215,278,20,6,39
1268,662,401,205,340,150,178,56,177,1496,82,31.741912244758957,83,26,10,64
629,242,265,122,185,90,90,8,82,1558,59,63.672237634258806,286,4,0,37
1194,661,316,217,168,249,148,176,130,1766,69,74.85947128968607,47,26,20,77
340,171,97,72,73,46,50,14,22,1309,94,54.16853887425856,45,43,29,37
342,147,129,66,34,77,28,20,66,1146,90,82.78375651136464,44,5,1,27
59,26,16,17,14,10,5,2,4,1586,2,36.11571986807531,217,39,1,32
872,467,198,207,159,129,110,13,126,1268,52,47.76414548984607,94,24,11,57
281,139,96,46,38,45,22,13,17,1871,99,42.65412686645638,306,4,1,22
589,346,146,97,147,121,39,13,90,681,58,84.7905135547536,302,14,3,30
1285,657,282,346,336,228,123,83,82,1266,35,46.17969948130683,316,45,12,63
569,245,224,100,69,57,58,82,48,1508,65,51.33597116167077,177,47,19,41
705,304,278,123,76,168,81,75,103,1229,36,76.61890693399403,34,37,26,56
1123,628,321,174,187,123,116,122,103,1859,78,81.14799293925273,55,16,1,59
455,237,91,127,102,109,52,33,59,1502,86,81.57609761287749,58,16,6,40
1026,495,382,149,265,106,107,126,70,1236,43,60.6992421256996,19,47,16,55
1365,722,344,299,285,294,105,187,109,1512,63,66.4816224326382,175,32,11,60
1172,577,392,203,253,211,33,169,187,1012,50,49.204444971987925,85,17,12,60
366,223,74,69,95,64,43,8,20,1595,5,63.39373011426546,147,35,15,44
283,168,76,39,58,31,4,37,18,1836,96,46.6511437648089,61,2,1,27
1052,554,375,123,233,142,156,43,86,1394,68,71.03155959976273,93,24,17,59
320,140,134,46,65,69,40,20,16,1437,20,46.89655641035466,13,34,8,32
879,409,223,247,242,205,91,51,56,1100,56,78.36758895331354,104,44,12,57
895,494,293,108,131,160,130,93,82,1211,27,37.89161390996895,177,19,3,53
163,81,41,41,24,24,15,15,10,1754,84,61.44928210316496,208,35,18,32
1423,801,281,341,178,155,25,35,256,1403,23,58.63715229512212,68,42,8,57
1293,477,588,228,341,261,114,154,77,2107,91,44.50446109168521,62,30,5,85
629,258,266,105,114,89,30,45,112,1611,74,31.540116004728198,170,20,15,42
892,471,284,137,151,96,55,9,154,1095,62,38.16935275183153,282,36,20,39
806,333,345,128,238,161,59,54,52,2128,21,83.23731416013253,316,33,21,58
134,67,44,23,38,23,15,11,7,1007,33,81.77174902016539,309,37,28,27
1387,581,478,328,408,141,111,27,79,1320,36,36.56153977891233,186,36,27,64
1306,749,226,331,167,152,99,40,180,1488,40,50.61731093781354,235,0,0,57
628,350,173,105,174,128,32,93,94,1530,80,55.58196405218234,166,30,12,48
254,95,105,54,42,27,21,33,36,1250,78,56.29395619341817,211,22,16,32
857,453,235,169,87,197,38,24,112,1439,92,46.435090125604816,116,42,0,48
459,222,158,79,81,67,21,41,34,1836,97,80.21240579685377,232,37,27,49
939,426,338,175,189,106,108,59,165,1840,42,79.96698302658574,162,48,32,59
1280,542,541,197,155,273,74,110,126,1983,21,31.041063129465112,80,10,3,65
529,268,120,141,109,94,9,40,104,1175,90,65.75007565345841,264,38,15,45
1174,609,360,205,309,171,68,19,126,1524,14,34.08993246567441,362,47,1,53
371,185,91,95,65,59,36,20,33,1572,20,62.86237141722014,122,19,8,41
17,7,5,5,2,1,2,0,3,887,51,77.67910930209894,59,36,3,20
487,216,165,106,81,97,70,38,65,1342,3,65.72420222929401,61,6,1,33
1385,616,540,229,394,214,158,189,219,1601,46,55.7910188219069,254,34,21,81
504,240,172,92,55,104,35,75,56,1389,17,82.68426510443766,105,1,0,46
842,495,249,98,159,163,43,119,154,1229,70,71.06292206596468,323,32,19,49
1460,727,463,270,223,288,41,216,273,1546,79,43.712015501404196,143,39,29,80
1072,422,470,180,298,234,104,13,123,1797,34,51.281529557860964,235,23,3,59
602,352,152,98,71,117,48,67,51,1492,75,71.79314337219802,351,38,7,43
196,81,79,36,35,31,20,9,28,784,6,31.062283646383055,31,9,4,16
763,435,179,149,138,120,32,100,147,1792,40,33.517981640154964,357,45,34,48
102,45,33,24,28,12,5,12,14,1047,9,77.26827481528716,246,8,4,19
95,43,29,23,13,20,4,6,18,1076,61,32.36202942986277,231,42,21,16
1077,615,287,175,246,230,131,82,109,1506,64,67.31826126595342,37,32,17,66
146,76,35,35,18,19,4,6,27,1510,11,47.53982763807092,166,20,6,25
430,211,120,99,125,98,40,21,28,1232,90,75.42404447595901,104,13,4,41
83,51,18,14,18,15,1,12,8,1648,27,76.6040336041845,15,49,38,23
1189,772,262,155,267,204,103,159,147,1421,57,82.43365094449507,53,22,15,56
1288,684,421,183,240,132,24,47,190,963,55,35.255225417061546,253,11,6,47
180,93,53,34,30,28,6,8,16,1123,17,53.25658550761423,236,21,12,28
179,92,49,38,25,35,4,4,33,1333,64,61.56772244754397,17,27,12,28
881,359,342,180,194,99,51,130,163,1434,56,80.38312837743958,259,26,6,56
331,179,92,60,96,55,19,45,56,1258,49,44.65827799882084,36,9,3,20
465,267,133,65,79,115,58,40,31,866,86,33.93951198999166,295,17,0,30
953,613,213,127,263,197,39,101,58,1209,80,41.09705413267556,62,23,1,43
799,435,257,107,103,145,17,91,99,1617,44,57.256807806535434,67,2,0,55
622,278,183,161,178,111,58,23,102,1438,61,67.45780512533346,175,3,0,31
1188,566,450,172,202,126,126,167,81,1696,64,67.98707117217609,18,29,9,66
898,522,274,102,157,218,46,75,131,1654,54,34.10648189018724,85,20,3,40
358,192,76,90,68,85,33,8,46,899,37,71.87756455093312,234,21,5,23
1484,801,425,258,361,300,176,97,235,1219,3,66.31316717706883,308,27,8,65
1206,578,394,234,294,138,70,113,139,1624,14,52.41487529673437,145,8,5,70
19,8,6,5,3,2,1,1,2,1567,20,61.40974476326333,294,43,23,27
749,487,179,83,153,95,22,80,55,1565,20,72.22572454603213,91,40,26,47
1298,635,427,236,137,230,17,173,106,1716,50,44.41510114003441,328,40,11,65
1471,796,461,214,236,192,216,173,272,1799,85,81.70184268722637,336,15,9,80
1280,685,427,168,216,261,66,127,127,894,77,37.57721827208647,270,36,27,54
676,292,245,139,143,122,33,55,133,1291,34,79.62225464369583,72,4,0,45
555,301,173,81,117,56,81,25,31,1611,3,70.74718758666059,358,13,7,43
138,63,46,29,33,29,15,10,17,1652,98,66.32852406310566,274,13,0,27
610,316,157,137,148,78,56,31,60,1939,31,34.55993984922729,74,46,19,49
614,303,152,159,90,137,66,86,122,1863,91,80.54525341556287,84,15,1,46
336,176,92,68,85,51,36,46,66,1760,11,46.2431692797217,190,38,25,38
989,481,336,172,102,149,115,31,84,1274,53,71.00867134716941,337,42,13,48
413,221,140,52,100,42,8,51,37,1672,29,78.66407769794799,281,3,1,28
638,286,217,135,76,158,43,69,103,2012,8,43.43559213711163,176,36,16,56
1392,568,460,364,342,266,71,203,255,1868,18,80.30304239854571,245,13,1,84
727,311,248,168,149,118,14,54,108,1531,79,63.65679067267153,259,40,3,53
1050,480,375,195,196,120,71,116,188,1852,29,66.24674802636255,144,22,10,68
283,159,82,42,67,57,27,23,16,1486,64,80.29820875443599,246,8,2,28
694,338,246,110,74,98,24,13,101,1489,44,58.97042070740989,128,23,2,30
125,70,31,24,18,31,6,2,19,1352,22,54.23561566885677,76,10,2,19
870,365,367,138,194,211,86,23,68,1004,75,64.82774721665186,201,27,4,47
702,285,256,161,189,147,63,36,117,1706,4,60.47129343821778,80,18,0,48
1124,604,332,188,198,276,147,52,215,1390,83,33.38116418460306,118,18,5,54
1115,554,373,188,169,129,134,124,205,1464,66,39.92706258123337,212,11,5,56
333,171,89,73,67,47,48,36,28,1574,65,30.746156340765758,106,46,4,26
970,560,234,176,217,133,90,141,95,1247,42,35.94895617239466,136,33,15,60
123,66,32,25,22,13,13,6,15,1685,83,70.14173128776713,94,11,1,31
1091,590,315,186,300,268,142,154,80,1377,1,30.259113899294213,98,2,0,58
163,73,59,31,33,17,20,15,31,1389,47,46.74230330342718,176,29,2,17
1437,721,568,148,153,328,158,114,106,468,57,54.712677240823275,47,46,7,55
1299,695,361,243,187,279,103,134,213,1467,39,81.57967370043355,175,45,16,72
324,169,74,81,61,50,15,35,32,1142,98,47.98538597844539,44,34,12,39
1074,438,393,243,257,110,142,36,146,1314,52,73.0721919709569,257,14,5,65
114,58,35,21,16,11,13,13,6,1190,58,52.48210687539273,313,42,12,21
1226,632,252,342,361,160,156,136,99,1209,67,35.41702590447774,165,21,14,69
1434,641,446,347,234,249,42,214,167,1354,62,35.43640613983111,2,8,5,72
1311,636,332,343,270,221,70,180,198,1568,35,53.78386009903848,217,27,14,76
363,223,79,61,37,68,25,38,60,1870,39,33.18357223338994,186,28,7,33
1025,473,354,198,283,221,130,112,55,1469,5,61.4390582693712,96,38,5,60
742,299,302,141,191,116,100,105,54,1284,13,57.150735445178306,190,38,21,47
718,250,266,202,99,89,35,104,114,1325,78,68.63943521328981,349,38,30,53
1289,538,557,194,369,283,136,162,221,1706,32,40.20918411754059,42,16,10,75
660,342,172,146,107,98,13,77,56,1549,18,62.611108954975954,259,3,0,44
833,428,219,186,198,119,56,21,70,1044,75,39.59873619899997,170,3,0,33
956,529,243,184,252,205,74,120,60,1210,42,69.7228542409957,236,6,3,49
670,321,214,135,166,160,78,30,48,1425,53,46.893726203733856,188,1,0,45
108,44,37,27,30,25,14,9,5,1352,72,63.79289114844764,341,36,16,18
597,249,265,83,162,72,34,39,82,1239,82,78.54724930382012,304,9,0,42
291,108,117,66,86,51,24,16,54,1347,95,56.852876939989315,19,17,10,36
412,221,139,52,56,46,41,22,29,1489,91,40.57606604610929,340,27,4,33
1142,563,308,271,183,278,63,148,185,1520,91,78.73675955059596,172,45,27,66
709,348,173,188,161,93,104,83,96,1417,94,49.721875262740944,144,34,17,42
208,117,56,35,51,26,27,17,39,1681,60,70.1639081440905,65,34,11,27
1336,864,218,254,276,311,68,137,226,1540,99,47.60526231910619,225,29,12,71
336,131,138,67,38,82,27,49,59,1099,12,46.40184934579821,280,20,8,29
163,64,63,36,43,33,6,10,23,1303,41,65.31155426225658,126,24,4,32
561,319,162,80,163,66,46,48,96,1363,96,38.59712893632823,129,12,1,33
414,201,146,67,74,71,43,35,42,1357,17,77.68356289663541,253,6,3,32
471,244,123,104,68,104,10,66,38,1167,92,51.31931926442189,72,5,2,33
141,66,54,21,14,26,18,8,26,1240,71,31.060258978267523,147,19,9,28
800,363,225,212,117,95,74,118,128,1675,85,46.799006048581205,78,44,9,57
883,480,242,161,211,111,131,46,56,1108,64,73.17314785297262,281,4,1,43
93,34,35,24,26,21,1,2,16,1316,47,77.26473704341322,319,37,4,21
1432,715,459,258,169,256,181,52,146,1780,94,61.23341523216077,108,43,25,69
763,297,300,166,160,157,92,53,72,1383,83,46.17601249233995,123,39,0,53
637,281,254,102,152,99,18,64,91,2122,35,59.03197570303881,84,24,0,48
1142,466,446,230,177,205,65,94,154,1889,86,76.00064142474295,97,17,7,68
230,90,85,55,49,56,30,14,30,753,80,47.3820806350539,151,23,6,24
562,253,163,146,136,83,46,49,49,1077,44,51.199033547779436,80,14,1,36
1401,739,373,289,374,281,92,178,271,1423,9,59.683177314452436,358,7,4,65
1180,709,295,176,224,148,161,150,227,1309,8,78.79260076188638,16,12,8,52
121,60,29,32,30,14,2,13,6,1615,45,62.018191360730576,100,38,8,29
624,263,249,112,100,135,47,89,62,1598,16,41.41883354626593,69,47,22,58
933,415,296,222,133,211,94,86,53,950,66,34.900722088977545,319,24,14,45
484,261,131,92,66,96,46,5,85,1752,32,35.225767631032625,361,22,10,28
845,495,171,179,145,104,39,42,154,1980,64,82.2637265582656,356,4,1,52
280,183,61,36,30,38,24,15,35,992,19,75.23268614213549,237,21,9,28
430,179,136,115,67,101,46,37,75,1287,65,72.12200795690745,56,46,26,36
716,308,215,193,164,102,65,97,111,1304,15,57.30005185435256,129,21,15,46
1400,637,554,209,321,311,148,178,174,1776,72,66.9896789502673,104,24,14,70
1313,562,509,242,150,187,60,55,137,1854,13,37.00316674983607,81,46,11,66
1316,826,284,206,207,317,166,108,118,0,0,64.14926436239705,49,0,0,49
49,25,12,12,10,11,3,5,4,1262,34,74.59294029183287,296,3,2,20
198,107,49,42,32,21,29,29,26,1704,81,33.41763071299385,345,31,12,25
1197,679,312,206,219,258,15,17,89,0,0,46.28827322701025,331,25,1,40
1003,430,361,212,243,125,63,75,76,1468,42,36.06532703496106,144,35,17,59
545,289,163,93,55,72,19,80,28,1687,68,44.312486983743156,205,14,6,39
1037,541,297,199,161,175,91,152,147,1619,74,72.48881295453327,89,34,3,62
299,155,101,43,38,55,13,16,59,1487,87,48.262704145838526,169,37,7,34
442,259,100,83,55,65,50,4,81,1007,95,67.93261163383735,237,26,13,28
480,264,131,85,140,89,64,44,74,1580,54,72.53163865197033,165,13,10,34
1214,661,368,185,212,152,47,159,203,1698,15,74.91512798698017,141,33,4,67
1281,598,404,279,263,132,41,70,144,1626,66,78.03564938745939,186,24,11,77
637,307,193,137,157,118,84,89,60,988,62,62.86996966106168,154,26,9,32
288,110,111,67,31,51,17,16,30,1646,71,45.43519075997935,263,20,5,40
886,370,277,239,131,180,62,84,55,1188,95,38.28071925755708,86,47,34,55
590,264,196,130,157,116,24,65,85,679,21,57.703975981729954,232,34,25,43
872,369,321,182,237,204,60,50,66,1353,55,35.695647731853406,308,5,0,40
263,124,78,61,45,44,11,15,43,1056,51,80.08981884399358,202,34,19,28
190,84,68,38,33,19,19,14,14,1399,80,54.33641308686356,132,25,15,33
690,293,228,169,173,134,55,87,58,1025,26,78.01412801408239,132,14,10,50
834,294,299,241,132,167,100,20,161,1336,63,69.00987110014299,337,4,0,50
709,377,241,91,87,126,38,69,46,912,44,77.146965955752,303,25,18,41
575,326,140,109,87,116,46,60,71,1197,66,78.6176949090011,246,32,6,37
1359,670,377,312,241,201,62,119,80,1500,25,32.93114241268115,249,24,16,60
1390,748,374,268,153,170,195,196,88,1930,98,69.889181630879,242,16,10,80
689,290,259,140,134,137,57,64,99,1316,12,42.460123302949995,279,43,27,46
400,197,142,61,99,54,13,39,57,1395,80,84.41132980865395,200,19,4,33
1118,484,342,292,226,188,53,105,88,1639,29,72.81216357692813,205,41,24,62
1350,642,390,318,154,234,29,149,244,1521,92,30.207075154177314,297,1,0,63
221,107,71,43,41,37,3,6,34,1536,77,81.00789769912119,136,7,1,31
393,223,117,53,95,74,32,53,37,1609,29,46.076824621064745,196,18,11,38
351,177,93,81,39,36,20,5,30,1285,43,52.91594798000473,90,28,13,32
853,501,184,168,95,211,123,85,139,1163,47,63.6757068410327,219,47,11,42
1071,452,322,297,186,222,36,102,171,1483,8,80.39703867243202,136,18,10,62
429,283,82,64,59,70,51,16,31,700,47,81.00296427897334,332,8,5,33
760,326,219,215,218,97,41,11,77,783,95,60.990946950190654,60,7,3,37
1202,610,404,188,259,134,49,35,99,1848,55,47.41984726962967,338,48,8,49
1376,653,499,224,216,276,200,66,129,1740,67,45.3554467938084,71,14,6,67
315,150,99,66,75,46,38,42,29,1196,5,50.04184043281634,310,33,15,28
711,389,233,89,124,95,69,92,139,1030,64,39.9282525946456,363,3,1,43
878,458,307,113,110,137,94,16,142,1562,88,66.84081600760527,280,26,16,55
546,273,188,85,80,103,81,27,91,1610,66,59.0291128163458,126,37,29,55
1145,509,328,308,261,229,106,154,104,1132,20,72.540558514839,198,46,4,65
1444,657,530,257,159,284,35,62,72,1362,77,35.176122428918795,311,12,1,74
215,101,77,37,33,49,4,32,12,859,29,51.99482033870923,282,31,20,35
1218,675,276,267,172,161,125,55,161,1268,56,43.19245775104902,242,34,14,63
1415,789,342,284,198,276,144,160,131,1329,54,59.43524134426728,150,47,28,78
505,263,117,125,119,58,57,34,39,1448,1,55.75341910232372,39,45,14,45
1412,848,346,218,374,257,35,41,81,2064,47,54.726099815396594,57,35,23,72
1080,581,294,205,262,202,153,49,195,1046,21,47.36094975691684,35,9,3,47
513,267,116,130,117,67,44,53,71,1850,12,69.97650659607697,252,22,16,46
1055,556,289,210,298,167,106,60,69,1225,88,56.48622373439663,201,22,6,52
222,103,75,44,24,49,3,20,36,1195,42,41.123407889725605,238,3,0,28
319,182,77,60,42,39,46,12,52,1713,74,60.10961100948863,167,43,3,36
670,296,194,180,122,110,59,48,62,1190,73,62.816968582166666,110,4,2,44
762,313,318,131,132,182,67,62,59,1132,48,31.175882249593283,212,3,2,35
281,128,95,58,51,49,39,19,48,1582,36,41.20782634666824,166,29,20,31
947,470,315,162,133,197,132,35,94,1541,88,43.332215057000525,295,40,24,53
1235,600,389,246,160,276,50,92,218,1241,34,43.64413391897223,284,32,11,69
41,22,12,7,8,5,5,4,2,1939,18,43.136522869801695,300,47,11,26
452,220,110,122,129,59,51,65,56,1249,27,44.94026443618037,364,39,8,32
171,76,61,34,30,36,2,20,13,922,56,44.44999744401552,90,12,7,21
776,395,294,87,84,165,33,25,117,1047,60,78.62378605279832,33,17,4,42
263,118,80,65,63,28,17,12,52,1038,42,47.58063297347253,89,31,19,27
530,305,132,93,83,78,48,11,59,1287,59,49.23694929014347,14,32,25,46
986,454,325,207,146,157,106,28,64,1829,9,44.63974944207349,69,6,0,62
19,10,5,4,3,4,0,0,1,855,78,83.21658977484068,216,13,1,14
735,293,295,147,179,120,93,27,135,1910,95,59.4519940129273,337,39,3,47
514,238,179,97,135,122,65,20,84,1186,66,63.58003628141339,70,47,2,28
794,401,290,103,172,198,78,33,67,1223,23,70.45179941347064,129,13,7,63
445,194,169,82,73,96,61,23,85,1157,73,48.35427378341552,353,9,4,29
1144,505,368,271,185,228,141,31,163,1238,43,83.28292363706504,128,40,18,65
